Symbol,Sector,,,,,
MARBLE,Building Products - Others,,,,,
MINID,"Precious Metals, Jewellery & Watches",,,,,
DJML,Logistics,,,,,
SAHLIBHFI,Diversified Financials,,,,,
RRECL,Real Estate,,,,,
KELENRG,Commodity Chemicals,,,,,
NPL,Specialty Chemicals,,,,,
APOLSINHOT,Restaurants & Cafes,,,,,
VISHAL,Textiles,,,,,
OXYGENTAPH,Pharmaceuticals,,,,,
ITHL,"Hotels, Resorts & Cruise Lines",,,,,
SHIVAMAUTO,Auto Parts,,,,,
VIPULORG,Specialty Chemicals,,,,,
RACE,Textiles,,,,,
ALMONDZ,Investment Banking & Brokerage,,,,,
3IINFOLTD,IT Services & Consulting,,,,,
BBTCL,Packaging,,,,,
KANORICHEM,Specialty Chemicals,,,,,
KCPSUGIND,Sugar,,,,,
MAHEPC,Agricultural & Farm Machinery,,,,,
VIESL,Business Support Services,,,,,
PHOENIXTN,"Hotels, Resorts & Cruise Lines",,,,,
ARYACAPM,Diversified Financials,,,,,
SHARDUL,Investment Banking & Brokerage,,,,,
BRADYM,Industrial Machinery,,,,,
LYKALABS,Pharmaceuticals,,,,,
MAWANASUG,Sugar,,,,,
EXXARO,Building Products - Ceramics,,,,,
INFLUX,Pharmaceuticals,,,,,
VINTRON,Electronic Equipments,,,,,
FROG,Electronic Equipments,,,,,
HARRMALAYA,Agro Products,,,,,
RCOM,Telecom Services,,,,,
EMERGENT,Commodities Trading,,,,,
BCONCEPTS,Retail - Department Stores,,,,,
AERPACE,Renewable Energy,,,,,
QUESTCAP,Investment Banking & Brokerage,,,,,
TITANBIO,Fertilizers & Agro Chemicals,,,,,
DIAMINESQ,Specialty Chemicals,,,,,
IITL,Asset Management,,,,,
VARDHACRLC,Textiles,,,,,
MANBRO,FMCG - Foods,,,,,
LOGICA,Retail - Online,,,,,
SSDL,Retail - Apparel,,,,,
KRISHCA,Iron & Steel,,,,,
SIGMA,IT Services & Consulting,,,,,
TERASOFT,IT Services & Consulting,,,,,
INNOVATORS,Construction & Engineering,,,,,
VIPCLOTHNG,Apparel & Accessories,,,,,
GOLDTECH,IT Services & Consulting,,,,,
AIRAN,IT Services & Consulting,,,,,
MID150BEES,Equity,,,,,
ZENOTECH,Biotechnology,,,,,
MESON,Industrial Machinery,,,,,
KALYANI,Industrial Machinery,,,,,
BOMOXY-B1,Conglomerates,,,,,
LANCER,Logistics,,,,,
OKPLA,Industrial Machinery,,,,,
SHEMAROO,Movies & TV Serials,,,,,
IEL,Construction & Engineering,,,,,
PARIN,Building Products - Others,,,,,
UNIVASTU,Construction & Engineering,,,,,
MADHAVIPL,Construction & Engineering,,,,,
BRGIL,Construction & Engineering,,,,,
BALAJEE,Agro Products,,,,,
AARON,Heavy Electrical Equipments,,,,,
AARVEEDEN,Apparel & Accessories,,,,,
SHILINDORE,"Hotels, Resorts & Cruise Lines",,,,,
GINNIFILA,Textiles,,,,,
GEEKAYWIRE,Iron & Steel,,,,,
KDL,Telecom Infrastructure,,,,,
GLOBALVECT,Airlines,,,,,
SHRADHA,Real Estate,,,,,
GTV,Construction & Engineering,,,,,
NAGAFERT,Fertilizers & Agro Chemicals,,,,,
LOYAL,Industrial Machinery,,,,,
PILITA,Home Furnishing,,,,,
SUDTIND-B,Textiles,,,,,
BARODARY,Textiles,,,,,
SHRIAHIMSA,FMCG - Foods,,,,,
INDAG,Auto Parts,,,,,
MCLEODRUSS,Tea & Coffee,,,,,
INM,Plastic Products,,,,,
ALSTONE,Textiles,,,,,
GOLDKART,"Precious Metals, Jewellery & Watches",,,,,
RBMINFRA,Construction & Engineering,,,,,
UDAYJEW,"Precious Metals, Jewellery & Watches",,,,,
PURPLEUTED,Apparel & Accessories,,,,,
BALGOPAL,Apparel & Accessories,,,,,
SWARAJ,Textiles,,,,,
WARDINMOBI,Two Wheelers,,,,,
A2ZINFRA,Construction & Engineering,,,,,
HITECHCORP,Packaging,,,,,
SKP,Industrial Machinery,,,,,
BSLGOLDETF,Gold,,,,,
DPWIRES,Iron & Steel,,,,,
WTICAB,Tour & Travel Services,,,,,
PROV,Packaged Foods & Meats,,,,,
SINTERCOM,Industrial Machinery,,,,,
TTL,Textiles,,,,,
EKI,Environmental Services,,,,,
SYSTANGO,IT Services & Consulting,,,,,
UYFINCORP,Diversified Financials,,,,,
NSL,FMCG - Foods,,,,,
GICL,Logistics,,,,,
AUTOIND,Auto Parts,,,,,
SMSLIFE,Pharmaceuticals,,,,,
TECHERA,Aerospace & Defense Equipments,,,,,
CNINFOTECH,IT Services & Consulting,,,,,
MULTIBASE,Specialty Chemicals,,,,,
SAAKSHI,Electrical Components & Equipments,,,,,
GRETEX,Apparel & Accessories,,,,,
CMNL,Iron & Steel,,,,,
DPEL,Cables,,,,,
NIPPOBATRY,Batteries,,,,,
LIKHAMI,Outsourced services,,,,,
MEDICO,Pharmaceuticals,,,,,
VSTL,Iron & Steel,,,,,
DCMNVL,Textiles,,,,,
TREJHARA,IT Services & Consulting,,,,,
PUSHPA,"Precious Metals, Jewellery & Watches",,,,,
AVEER,FMCG - Foods,,,,,
GENNEX,Pharmaceuticals,,,,,
RUDRA,Iron & Steel,,,,,
PSPLATINA,Real Estate,,,,,
MARKOLINES,Power Infrastructure,,,,,
SAHYADRI,Cement,,,,,
DAVANGERE,Sugar,,,,,
NAMOEWASTE,Environmental Services,,,,,
UCAL,Auto Parts,,,,,
BRRL,Real Estate,,,,,
BALAJIPHOS,Fertilizers & Agro Chemicals,,,,,
AHMDSTE,Commodities Trading,,,,,
EMERALL,Wellness Services,,,,,
PRITIKAUTO,Auto Parts,,,,,
SURAJ,Iron & Steel,,,,,
TRL,Renewable Energy Equipment & Services,,,,,
ABMKNO,Software Services,,,,,
ACESOFT,Software Services,,,,,
EKANSH,Construction & Engineering,,,,,
EFACTOR,Advertising,,,,,
PPAP,Auto Parts,,,,,
GLOBAL,Education Services,,,,,
SOFTSOL,Software Services,,,,,
ALUFLUOR,Commodity Chemicals,,,,,
MAJESAUT,Auto Parts,,,,,
ACLD,Agro Products,,,,,
RAJGASES,Gas Distribution,,,,,
KIMIABL,Pharmaceuticals,,,,,
ABATEAS,Health Care Equipment & Supplies,,,,,
DUGLOBAL,IT Services & Consulting,,,,,
SHERA,Metals - Diversified,,,,,
TTFL,Textiles,,,,,
NEPTUNE,Building Products - Ceramics,,,,,
KINGSINFR,Real Estate,,,,,
CINELINE,Real Estate,,,,,
JAYSREETEA,Tea & Coffee,,,,,
EVERESTO,Pharmaceuticals,,,,,
PODDARMENT,Specialty Chemicals,,,,,
MODIRUBBER,Tires & Rubber,,,,,
COSMOFE,Electrical Components & Equipments,,,,,
EMERALD,Consumer Finance,,,,,
AXISGOLD,Gold,,,,,
SGFRL,Construction & Engineering,,,,,
VAARAD,Conglomerates,,,,,
ANYA,Fertilizers & Agro Chemicals,,,,,
SCPL,FMCG - Foods,,,,,
GRAVISSHO,"Hotels, Resorts & Cruise Lines",,,,,
ELGIRUBCO,Tires & Rubber,,,,,
KAKA,Building Products - Glass,,,,,
CHAVDA,Construction & Engineering,,,,,
NITINCAST,Metals - Iron,,,,,
GTTDATA,Software Services,,,,,
SHREYANIND,Paper Products,,,,,
ELGNZ,Construction & Engineering,,,,,
SIYARAM,Cycles,,,,,
AXITA,Textiles,,,,,
INDOUS,Agro Products,,,,,
APRAMEYA,Health Care Equipment & Supplies,,,,,
HUIL,Heavy Electrical Equipments,,,,,
ITCONS,Employment Services,,,,,
SEML,Business Support Services,,,,,
MANOMAY,Textiles,,,,,
KAMOPAINTS,Commodity Chemicals,,,,,
NIRAJ,Construction & Engineering,,,,,
AFIL,Consumer Finance,,,,,
CCHHL,"Hotels, Resorts & Cruise Lines",,,,,
TLL,Pharmaceuticals,,,,,
TRITONV,Auto Parts,,,,,
MARALOVER,Textiles,,,,,
REPL,Real Estate,,,,,
CPCAP,Education Services,,,,,
MENNPIS,Auto Parts,,,,,
KOTARISUG,Sugar,,,,,
SAH,Commodity Chemicals,,,,,
SUPREME,Real Estate,,,,,
JAYSYNTH,Specialty Chemicals,,,,,
QLL,Labs & Life Sciences Services,,,,,
MEGASTAR,Packaged Foods & Meats,,,,,
SUNDRMBRAK,Auto Parts,,,,,
SUPREMEINF,Construction & Engineering,,,,,
ASIIL,Mining - Diversified,,,,,
MASON,Construction & Engineering,,,,,
WAAREE,Specialty Chemicals,,,,,
BTTL,Commodities Trading,,,,,
ABAN,Oil & Gas - Equipment & Services,,,,,
BIRLAPREC,Industrial Machinery,,,,,
VARIMAN,IT Services & Consulting,,,,,
CHEMBOND,Specialty Chemicals,,,,,
KESARPE,Commodity Chemicals,,,,,
SAKHTISUG,Sugar,,,,,
STARTECK,Diversified Financials,,,,,
ORGANICREC,Construction & Engineering,,,,,
SPRIGHT,Agro Products,,,,,
VIRINCHI,IT Services & Consulting,,,,,
AXISBPSETF,Equity,,,,,
PGFOILQ,Packaging,,,,,
TRISHAKT,Oil & Gas - Equipment & Services,,,,,
SHISHIND,Plastic Products,,,,,
MCEL,Business Support Services,,,,,
PESB,Investment Banking & Brokerage,,,,,
JAINAM,Metals - Diversified,,,,,
TIERRA,Agro Products,,,,,
ANIKINDS,Commodities Trading,,,,,
PANAENERG,Batteries,,,,,
RBS,FMCG - Household Products,,,,,
TALBROSENG,Auto Parts,,,,,
ADCOUNTY,Advertising,,,,,
BEEZAASAN,Textiles,,,,,
AJANTSOY,Agro Products,,,,,
BHATIA,Retail - Speciality,,,,,
FIDEL,IT Services & Consulting,,,,,
ZEELEARN,Education Services,,,,,
UFO,Movies & TV Serials,,,,,
CTL,Consumer Finance,,,,,
MVKAGRO,Agro Products,,,,,
RVHL,Real Estate,,,,,
GILLANDERS,Conglomerates,,,,,
COMFINTE,Consumer Finance,,,,,
GALXBRG,Heavy Machinery,,,,,
SATKARTAR,FMCG - Personal Products,,,,,
ATLANTAA,Construction & Engineering,,,,,
NURECA,Pharmaceuticals,,,,,
SUMIT,Real Estate,,,,,
NIFTYETF,Equity,,,,,
KPT,Industrial Machinery,,,,,
RVTH,Industrial Machinery,,,,,
VIJSOLX,Agro Products,,,,,
PONNIERODE,Sugar,,,,,
SPCL,Electrical Components & Equipments,,,,,
SICAGEN,Building Products - Pipes,,,,,
EEPL,Electrical Components & Equipments,,,,,
ASARFI,Hospitals & Diagnostic Centres,,,,,
TRANSTEEL,Business Support Services,,,,,
RDBRL,Packaging,,,,,
AIRLTD,Real Estate,,,,,
HALDER,Commodities Trading,,,,,
SUPER,Conglomerates,,,,,
ZODIACLOTH,Apparel & Accessories,,,,,
IVC,Asset Management,,,,,
KCK,Textiles,,,,,
ESCONET,IT Services & Consulting,,,,,
GOLDSTAR,Batteries,,,,,
RATNABHUMI,Real Estate,,,,,
BHAGYANGR,Electrical Components & Equipments,,,,,
STARPAPER,Paper Products,,,,,
SPECTSTM,Employment Services,,,,,
AHLEAST,"Hotels, Resorts & Cruise Lines",,,,,
GOYALSALT,Commodity Chemicals,,,,,
AMBALALSA,Pharmaceuticals,,,,,
ZMILGFIN,Investment Banking & Brokerage,,,,,
MERCANTILE,Real Estate,,,,,
MKPL,FMCG - Household Products,,,,,
SIMPLEXCAS,Iron & Steel,,,,,
SVGLOBAL,Real Estate,,,,,
ALSL,Investment Banking & Brokerage,,,,,
NTCIND,FMCG - Tobacco,,,,,
LAWSIKHO,Education Services,,,,,
PRATHAM,Construction & Engineering,,,,,
PANACHE,Technology Hardware,,,,,
BALAXI,Health Care Equipment & Supplies,,,,,
MURUDCERA,Building Products - Ceramics,,,,,
MAXVOLT,Batteries,,,,,
LAKSELEC,Electrical Components & Equipments,,,,,
LLFICL,Diversified Financials,,,,,
ROSSELLIND,Tea & Coffee,,,,,
KALYANIFRG,Iron & Steel,,,,,
DENEERS,Industrial Machinery,,,,,
SANJIVIN,Pharmaceuticals,,,,,
UNIHEALTH,Hospitals & Diagnostic Centres,,,,,
COMMITTED,Logistics,,,,,
RHFL,Home Financing,,,,,
PROFINC,Investment Banking & Brokerage,,,,,
SHIVATEX,Textiles,,,,,
IWP,Wood Products,,,,,
DELPHIFX,Consumer Finance,,,,,
HVAX,Pharmaceuticals,,,,,
SKCIL,Cement,,,,,
DAICHI,Specialty Chemicals,,,,,
PATELSAI,Industrial Machinery,,,,,
INOVSYNTH,Specialty Chemicals,,,,,
RATHIST,Iron & Steel,,,,,
ANLON,Construction & Engineering,,,,,
PLAZACABLE,Industrial Machinery,,,,,
KDML,Commodities Trading,,,,,
BASML,Textiles,,,,,
KRITIKA,Iron & Steel,,,,,
STARHFL,Consumer Finance,,,,,
SWASTIKA,Diversified Financials,,,,,
KMSUGAR,Sugar,,,,,
GLOBOFFS,Oil & Gas - Equipment & Services,,,,,
INDTONER,Commodity Chemicals,,,,,
SAB,Conglomerates,,,,,
INDGELA,Commodity Chemicals,,,,,
SHPLPUNE,"Hotels, Resorts & Cruise Lines",,,,,
TCL,Auto Parts,,,,,
DGCONTENT,Online Services,,,,,
LGBFORGE,Auto Parts,,,,,
UPSURGE,Diversified Financials,,,,,
MKEXIM,Textiles,,,,,
PARSHVA,"Precious Metals, Jewellery & Watches",,,,,
ENVIRO,Electronic Equipments,,,,,
LAXMIPATI,Construction & Engineering,,,,,
ACTIVEINFR,Construction & Engineering,,,,,
AMJLAND,Real Estate,,,,,
COCHINM,Diversified Chemicals,,,,,
DEVIT,IT Services & Consulting,,,,,
WINSOL,Construction & Engineering,,,,,
SURANAT&P,Cables,,,,,
TRIGYN,IT Services & Consulting,,,,,
INDOWIND,Renewable Energy,,,,,
PRIZOR,Business Support Services,,,,,
DRCSYSTEMS,Advertising,,,,,
DRONE,Education Services,,,,,
PANCARBON,Batteries,,,,,
DYNAMIC,Employment Services,,,,,
JAYUSH,Auto Parts,,,,,
BIMETAL,Industrial Machinery,,,,,
COASTCORP,Packaged Foods & Meats,,,,,
KAPSTON,Business Support Services,,,,,
CHATHA,Packaged Foods & Meats,,,,,
COMPEAU,Retail - Speciality,,,,,
GARNETINT,Textiles,,,,,
GGAUTO,Auto Parts,,,,,
JGTL,Industrial Machinery,,,,,
CORDSCABLE,Cables,,,,,
NDLVENTURE,Real Estate,,,,,
RIKHAV,Investment Banking & Brokerage,,,,,
SHAH,Iron & Steel,,,,,
SDREAMS,Retail - Apparel,,,,,
STRATMONT,Commodities Trading,,,,,
HOCL,Commodity Chemicals,,,,,
OSIAHYPER,Retail - Department Stores,,,,,
RANASUG,Sugar,,,,,
TIPSFILMS,Movies & TV Serials,,,,,
SETFNIFBK,Equity,,,,,
JYOTI,Heavy Electrical Equipments,,,,,
VETO,Electrical Components & Equipments,,,,,
TRUEGREEN,Textiles,,,,,
GOURMET,Business Support Services,,,,,
SWADPOL,Real Estate,,,,,
CAPPIPES,Building Products - Others,,,,,
PRAXIS,Home Furnishing,,,,,
UNITEDPOLY,Textiles,,,,,
MHLXMIRU,Textiles,,,,,
SADBHAV,Construction & Engineering,,,,,
PRECISIO,Communication & Networking,,,,,
SERA,Specialized Finance,,,,,
RAJTV,TV Channels & Broadcasters,,,,,
SADHNANIQ,Specialty Chemicals,,,,,
GSMFOILS,Metals - Aluminium,,,,,
PRITIKA,Industrial Machinery,,,,,
LOWVOLIETF,Equity,,,,,
ACTIVE,Textiles,,,,,
SOMATEX,Textiles,,,,,
AMBARPIL,Agro Products,,,,,
ALPINEHOU,Real Estate,,,,,
NAVKARURB,Construction & Engineering,,,,,
DUROPLY,Paper Products,,,,,
UNITEDTEA,Tea & Coffee,,,,,
AASHKA,Health Care Equipment & Supplies,,,,,
AKSHARCHEM,Specialty Chemicals,,,,,
ISWL,Iron & Steel,,,,,
PRIMEFRESH,Agricultural & Farm Machinery,,,,,
PML,Consumer Finance,,,,,
MUL,Gas Distribution,,,,,
TRU,Consumer Finance,,,,,
WHBRADY,Heavy Machinery,,,,,
JHACC,Investment Banking & Brokerage,,,,,
LLOYDS,Wellness Services,,,,,
SHUBHSHREE,Renewable Energy,,,,,
PKTEA,Tea & Coffee,,,,,
POSITRON,Oil & Gas - Equipment & Services,,,,,
BAMBINO,FMCG - Foods,,,,,
NECCLTD,Logistics,,,,,
ESPRIT,Construction & Engineering,,,,,
EMKAYTOOLS,Industrial Machinery,,,,,
RADIXIND,FMCG - Personal Products,,,,,
KATARIA,Construction & Engineering,,,,,
NEAGI,Agro Products,,,,,
KOTYARK,Oil & Gas - Refining & Marketing,,,,,
PRAMARA,Advertising,,,,,
DHARAN,Real Estate,,,,,
ALFREDHE,Industrial Machinery,,,,,
MANCREDIT,Consumer Finance,,,,,
ESSENTIA,Agro Products,,,,,
SBECSUG,Sugar,,,,,
SHRITECH,Textiles,,,,,
AGARWALTUF,Building Products - Glass,,,,,
GULFPETRO,Commodity Chemicals,,,,,
FELIX,Water Management,,,,,
EMAPARTNER,Employment Services,,,,,
NATCAPSUQ,Pharmaceuticals,,,,,
PROFX,Electronic Equipments,,,,,
SILVERLINE,IT Services & Consulting,,,,,
PIGL,Power Infrastructure,,,,,
GENCON,Construction & Engineering,,,,,
DEL,Electrical Components & Equipments,,,,,
NIKITA,Paper Products,,,,,
ASPINWALL,Tea & Coffee,,,,,
SETCO,Auto Parts,,,,,
SHAWGELTIN,Specialty Chemicals,,,,,
QUINT,Advertising,,,,,
HPTL,Technology Hardware,,,,,
GRCL,Tires & Rubber,,,,,
PURPLEFIN,Consumer Finance,,,,,
OMAXAUTO,Auto Parts,,,,,
AARTECH,Electrical Components & Equipments,,,,,
ETML,Tires & Rubber,,,,,
EMMIL,Industrial Machinery,,,,,
WORTH,Packaging,,,,,
PROPEQUITY,Real Estate,,,,,
TBI,Agro Products,,,,,
VGIL,Construction & Engineering,,,,,
ATALREAL,Construction & Engineering,,,,,
STARDELTA,Heavy Electrical Equipments,,,,,
AGOL,"Precious Metals, Jewellery & Watches",,,,,
DCM,Conglomerates,,,,,
ALPA,Pharmaceuticals,,,,,
ABANSENT,Commodities Trading,,,,,
MADHUSUDAN,Packaged Foods & Meats,,,,,
PHARMAID,Pharmaceuticals,,,,,
JMA,Auto Parts,,,,,
WATERBASE,Packaged Foods & Meats,,,,,
RSSOFTWARE,Software Services,,,,,
AERON,Building Products - Others,,,,,
RAJTUBE,Building Products - Pipes,,,,,
SHRAAITECH,IT Services & Consulting,,,,,
GAMCO,Specialized Finance,,,,,
NITIRAJ,Electronic Equipments,,,,,
CORALAB,Pharmaceuticals,,,,,
VISHWARAJ,Sugar,,,,,
OMNITEX,Commodities Trading,,,,,
AVROIND,Plastic Products,,,,,
ECOPLAST,Commodity Chemicals,,,,,
ARCL,Specialty Chemicals,,,,,
AESTHETIK,Construction & Engineering,,,,,
KAVDEFENCE,Communication & Networking,,,,,
NAPL,Packaged Foods & Meats,,,,,
AEIM,Software Services,,,,,
SCANSTL,Iron & Steel,,,,,
BEWLTD,Industrial Machinery,,,,,
DTIL,Tea & Coffee,,,,,
LAL,Apparel & Accessories,,,,,
CHEMTECH,Commodities Trading,,,,,
INNOMET,Metals - Diversified,,,,,
BRIGHTBR,Commodity Chemicals,,,,,
DRONACHRYA,Oil & Gas - Equipment & Services,,,,,
ATVOENT,Apparel & Accessories,,,,,
YASTF,Specialized Finance,,,,,
IPSL,Employment Services,,,,,
DHPIND,Industrial Machinery,,,,,
ATVPR,Industrial Machinery,,,,,
AVANCE,IT Services & Consulting,,,,,
EY,Business Support Services,,,,,
EMMBI,Packaging,,,,,
ARCHIDPLY,Wood Products,,,,,
DUCON,IT Services & Consulting,,,,,
INTENTECH,IT Services & Consulting,,,,,
ARVEE,Specialty Chemicals,,,,,
PPARIVAH,Logistics,,,,,
SONAMLTD,"Precious Metals, Jewellery & Watches",,,,,
ALUWIND,Building Products - Others,,,,,
WINSOMTX,Textiles,,,,,
YASHOPTICS,Pharmaceuticals,,,,,
AGRIBIO,Agro Products,,,,,
INFLAME,Housewares,,,,,
HIMTEK,Auto Parts,,,,,
USHAFIN,Consumer Finance,,,,,
PRLIND,Logistics,,,,,
BHARATAGRI,Commodity Chemicals,,,,,
CENLUB,Industrial Machinery,,,,,
CEENIK,Textiles,,,,,
GIRRESORTS,"Hotels, Resorts & Cruise Lines",,,,,
BAFNAPH,Pharmaceuticals,,,,,
DUCOL,Commodity Chemicals,,,,,
INTLCOMBQ,Industrial Machinery,,,,,
DOLFIN,Auto Parts,,,,,
POLYSIL,Water Management,,,,,
SYSCHEM,Pharmaceuticals,,,,,
VUENOW,IT Services & Consulting,,,,,
SOFCOM,IT Services & Consulting,,,,,
ENFUSE,IT Services & Consulting,,,,,
RPPL,Plastic Products,,,,,
COROENGG,Construction & Engineering,,,,,
TULIVE,Real Estate,,,,,
INDTERRAIN,Apparel & Accessories,,,,,
FORCAS,Apparel & Accessories,,,,,
GOLDENCREST,Education Services,,,,,
GENSOL,Construction & Engineering,,,,,
OIVL,Investment Banking & Brokerage,,,,,
MLKFOOD,FMCG - Foods,,,,,
AEL,Electrical Components & Equipments,,,,,
USK,Construction & Engineering,,,,,
NEPHROCARE,Hospitals & Diagnostic Centres,,,,,
SODFC,Diversified Financials,,,,,
SRSOLTD,IT Services & Consulting,,,,,
AAREYDRUGS,Pharmaceuticals,,,,,
KEIL,Building Products - Others,,,,,
MAL,Iron & Steel,,,,,
INCREDIBLE,Iron & Steel,,,,,
TAINWALCHM,Plastic Products,,,,,
GVPTECH,IT Services & Consulting,,,,,
CHEMCRUX,Commodity Chemicals,,,,,
TANKUP,Heavy Machinery,,,,,
DIKSAT,TV Channels & Broadcasters,,,,,
MUKTAARTS,Movies & TV Serials,,,,,
KESORAMIND,Tires & Rubber,,,,,
AVAILFC,Specialized Finance,,,,,
EMMFORCE,Auto Parts,,,,,
ACEALPHA,Software Services,,,,,
VASWANI,Iron & Steel,,,,,
KRRAIL,Construction & Engineering,,,,,
SUBAM,Packaging,,,,,
IVP,Commodity Chemicals,,,,,
SUNLITE,Cables,,,,,
CFEL,Oil & Gas - Storage & Transportation,,,,,
APOLLOFI,Diversified Financials,,,,,
PANCHSHEEL,Pharmaceuticals,,,,,
EQUIPPP,IT Services & Consulting,,,,,
KANCHI,Commodity Chemicals,,,,,
CENTEXT,Metals - Aluminium,,,,,
UMANGDAIRY,FMCG - Foods,,,,,
TAHMARENT,Alcoholic Beverages,,,,,
MSL,Seeds,,,,,
INDSUCR,Sugar,,,,,
GCKL,"Hotels, Resorts & Cruise Lines",,,,,
SAIFL,Construction & Engineering,,,,,
REGENCY,Specialized Finance,,,,,
UVDRHOR,Industrial Machinery,,,,,
CROWN,Heavy Machinery,,,,,
BRAHMINFRA,Construction & Engineering,,,,,
TEXMOPIPES,Plastic Products,,,,,
HBESD,Real Estate,,,,,
SUPERHOUSE,Footwear,,,,,
WEIZMANIND,Textiles,,,,,
SHBAJRG,Iron & Steel,,,,,
AARNAV,Investment Banking & Brokerage,,,,,
INDIANCARD,Industrial Machinery,,,,,
CRSL,IT Services & Consulting,,,,,
VKAL,Publishing,,,,,
RRIL,Textiles,,,,,
TEXELIN,Agricultural & Farm Machinery,,,,,
SDL26BEES,Debt,,,,,
HPBL,Packaging,,,,,
JK AGRI,Seeds,,,,,
REGIS,Business Support Services,,,,,
LAGNAM,Textiles,,,,,
SOMICONVEY,Industrial Machinery,,,,,
SIGIND,Plastic Products,,,,,
HINDCON,Commodity Chemicals,,,,,
RUCHINFRA,Agro Products,,,,,
RKEC,Construction & Engineering,,,,,
DHINDIA,Industrial Machinery,,,,,
ITTL,Tires & Rubber,,,,,
DHOOTIN,Commodities Trading,,,,,
STARLENT,"Precious Metals, Jewellery & Watches",,,,,
CAPRIHANS,Commodity Chemicals,,,,,
CORALFINAC,Real Estate,,,,,
AAIL,Auto Parts,,,,,
JEYYAM,FMCG - Foods,,,,,
MAITREYA,Hospitals & Diagnostic Centres,,,,,
EUROASIA,Commodities Trading,,,,,
SANGAMFIN,Specialized Finance,,,,,
MURAE,Pharmaceuticals,,,,,
CHLLTD,"Hotels, Resorts & Cruise Lines",,,,,
ALPHAGEO,Oil & Gas - Equipment & Services,,,,,
SAYAJIIND,Agro Products,,,,,
MCPL,Building Products - Others,,,,,
MAHESHWARI,Logistics,,,,,
SAVERA,"Hotels, Resorts & Cruise Lines",,,,,
SUNTECH,Construction & Engineering,,,,,
KHFM,Business Support Services,,,,,
MADHAVBAUG,Labs & Life Sciences Services,,,,,
APIS,Agro Products,,,,,
DESCO,Construction & Engineering,,,,,
AKANKSHA,Electronic Equipments,,,,,
CEDAAR,Textiles,,,,,
IPRINGLTD,Auto Parts,,,,,
BIZOTIC,Textiles,,,,,
ASTONEALAB,Pharmaceuticals,,,,,
THACKER,Real Estate,,,,,
ISFT,Retail - Online,,,,,
CANDOUR,Textiles,,,,,
EMPOWER,Online Services,,,,,
SADHAV,Business Support Services,,,,,
AUROLAB,Pharmaceuticals,,,,,
KREBSBIO,Pharmaceuticals,,,,,
TAMBOLIIN,Industrial Machinery,,,,,
INVENTURE,Investment Banking & Brokerage,,,,,
SAPPL,Paper Products,,,,,
AIROLAM,Building Products - Laminates,,,,,
MANAKALUCO,Metals - Aluminium,,,,,
FORGEAUTO,Auto Parts,,,,,
CANARYS,IT Services & Consulting,,,,,
RCAN,Packaging,,,,,
RESGEN,Oil & Gas - Refining & Marketing,,,,,
HEALTHYLIFE,Agro Products,,,,,
DOLLEX,Sugar,,,,,
ZEAL,Logistics,,,,,
CHETANA,Education Services,,,,,
LOYALTEX,Textiles,,,,,
SRIGEE,Industrial Machinery,,,,,
SHRIDINE,Textiles,,,,,
GUJINTRX,Iron & Steel,,,,,
RAJINDLTD,Metals - Copper,,,,,
PURVFLEXI,Plastic Products,,,,,
BRNL,Roads,,,,,
SADBHIN,Roads,,,,,
SHYAMCENT,Iron & Steel,,,,,
SELLWIN,Commodities Trading,,,,,
ROYALARC,Cables,,,,,
UMAEXPORTS,Agro Products,,,,,
TUNWAL,Two Wheelers,,,,,
IEML,Specialty Chemicals,,,,,
ICONIKSPEV,IT Services & Consulting,,,,,
LANCORHOL,Real Estate,,,,,
BLUEWATER,Logistics,,,,,
LKPSEC,Diversified Financials,,,,,
ATCENERGY,Batteries,,,,,
BCCFUBA,Electronic Equipments,,,,,
BI,Labs & Life Sciences Services,,,,,
DESTINY,Logistics,,,,,
MDL,Home Furnishing,,,,,
SMLT,Electrical Components & Equipments,,,,,
SURANI,Building Products - Pipes,,,,,
HECPROJECT,Electrical Components & Equipments,,,,,
AICHAMP,Textiles,,,,,
KIFS,Specialized Finance,,,,,
SANINFRA,Real Estate,,,,,
BSL,Textiles,,,,,
SIKKO,Fertilizers & Agro Chemicals,,,,,
COMPUSOFT,Education Services,,,,,
ARIHANTACA,Education Services,,,,,
TIRUSTA,Commodity Chemicals,,,,,
BRPL,Building Products - Glass,,,,,
SEMAC,Construction & Engineering,,,,,
HINDADH,Packaging,,,,,
SURANASOL,Renewable Energy Equipment & Services,,,,,
DUNCANENG,Auto Parts,,,,,
SHRIGANG,Packaged Foods & Meats,,,,,
ONEGLOBAL,Health Care Equipment & Supplies,,,,,
GANGESSECU,Diversified Financials,,,,,
JSLINDL,Electrical Components & Equipments,,,,,
STHINPA,Paper Products,,,,,
SHREEOSFM,Tour & Travel Services,,,,,
HSIL,Health Care Equipment & Supplies,,,,,
MODULEX,Construction & Engineering,,,,,
HPIL,Diversified Chemicals,,,,,
MACOBSTECH,Wellness Services,,,,,
PSUBNKBEES,Equity,,,,,
BARFLEX,Packaging,,,,,
STEELCITY,Investment Banking & Brokerage,,,,,
SIMMOND,Industrial Machinery,,,,,
NATPLASTI,Plastic Products,,,,,
MANAS,Real Estate,,,,,
SCL,Specialized Finance,,,,,
STANCAP,Consumer Finance,,,,,
GAYAPROJ,Construction & Engineering,,,,,
ZBINTXPP,Textiles,,,,,
